experiment,playerID,idsubj,period,session,group,player,cont,othercont,profit,preftype,sequencePC,belief,b0,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,u,predictedcontribution,firstcont,initialbelief,Lcont,L2cont,L3cont,Lothercont,L2othercont,L3othercont
"Fischbaer & Gächter 2010",57,309,4,3,1,9,6,8,26,1,0,6,0,2,3,4,5,6,7,8,9,10,20,20,20,20,20,20,20,20,20,20,20,6,7,5,5,6,7,5,7,3,7
"Fischbaer & Gächter 2010",57,309,5,3,2,9,6,6,24,1,0,6,0,2,3,4,5,6,7,8,9,10,20,20,20,20,20,20,20,20,20,20,20,6,7,5,5,6,6,7,8,7,3
"Fischbaer & Gächter 2010",57,309,6,3,1,9,6,0,16.4,1,0,6,0,2,3,4,5,6,7,8,9,10,20,20,20,20,20,20,20,20,20,20,20,6,7,5,5,6,6,6,6,8,7
"Fischbaer & Gächter 2010",57,309,7,3,1,9,6,0,16.4,1,0,6,0,2,3,4,5,6,7,8,9,10,20,20,20,20,20,20,20,20,20,20,20,6,7,5,5,6,6,6,0,6,8
"Fischbaer & Gächter 2010",57,309,8,3,4,9,4,2,20.4,1,0,4,0,2,3,4,5,6,7,8,9,10,20,20,20,20,20,20,20,20,20,20,20,6,5,5,5,6,6,6,0,0,6
"Fischbaer & Gächter 2010",57,309,9,3,5,9,5,7,25,1,0,4,0,2,3,4,5,6,7,8,9,10,20,20,20,20,20,20,20,20,20,20,20,6,5,5,5,4,6,6,2,0,0
"Fischbaer & Gächter 2010",57,309,10,3,3,9,6,2,18.4,1,0,6,0,2,3,4,5,6,7,8,9,10,20,20,20,20,20,20,20,20,20,20,20,6,7,5,5,5,4,6,7,2,0
"Fischbaer & Gächter 2010",58,310,1,3,4,10,20,2,10.4,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,10,20,20,18,,,,,,
"Fischbaer & Gächter 2010",58,310,2,3,3,10,20,10,20.4,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,10,20,20,18,20,,,2,,
"Fischbaer & Gächter 2010",58,310,3,3,2,10,20,13,23.2,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,10,0,20,18,20,20,,10,2,
"Fischbaer & Gächter 2010",58,310,4,3,5,10,20,8,17.6,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,10,0,20,18,20,20,20,13,10,2
"Fischbaer & Gächter 2010",58,310,5,3,3,10,20,0,8,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,10,0,20,18,20,20,20,8,13,10
"Fischbaer & Gächter 2010",58,310,6,3,4,10,0,6,26.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,10,0,20,18,20,20,20,0,8,13
"Fischbaer & Gächter 2010",58,310,7,3,4,10,0,1,21.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,10,0,20,18,0,20,20,6,0,8
"Fischbaer & Gächter 2010",58,310,8,3,5,10,0,1,20.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,10,0,20,18,0,0,20,1,6,0
"Fischbaer & Gächter 2010",58,310,9,3,4,10,0,2,22.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,10,0,20,18,0,0,0,1,1,6
"Fischbaer & Gächter 2010",58,310,10,3,2,10,0,1,21.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,10,0,20,18,0,0,0,2,1,1
"Fischbaer & Gächter 2010",59,311,1,3,1,11,8,15,33.2,3,0,8,0,1,2,3,4,5,6,7,8,9,10,9,8,7,6,5,4,3,2,1,0,2,8,8,8,,,,,,
"Fischbaer & Gächter 2010",59,311,2,3,5,11,10,12,28.4,3,0,12,0,1,2,3,4,5,6,7,8,9,10,9,8,7,6,5,4,3,2,1,0,2,8,8,8,8,,,15,,
"Fischbaer & Gächter 2010",59,311,3,3,1,11,8,8,24.8,3,0,12,0,1,2,3,4,5,6,7,8,9,10,9,8,7,6,5,4,3,2,1,0,2,8,8,8,10,8,,12,15,
"Fischbaer & Gächter 2010",59,311,4,3,5,11,5,13,32.6,3,0,9,0,1,2,3,4,5,6,7,8,9,10,9,8,7,6,5,4,3,2,1,0,2,9,8,8,8,10,8,8,12,15
"Fischbaer & Gächter 2010",59,311,5,3,4,11,7,10,27.8,3,0,12,0,1,2,3,4,5,6,7,8,9,10,9,8,7,6,5,4,3,2,1,0,2,8,8,8,5,8,10,13,8,12
"Fischbaer & Gächter 2010",59,311,6,3,5,11,10,3,18,3,0,11,0,1,2,3,4,5,6,7,8,9,10,9,8,7,6,5,4,3,2,1,0,2,9,8,8,7,5,8,10,13,8
"Fischbaer & Gächter 2010",59,311,7,3,5,11,0,5,26,3,0,5,0,1,2,3,4,5,6,7,8,9,10,9,8,7,6,5,4,3,2,1,0,2,5,8,8,10,7,5,3,10,13
"Fischbaer & Gächter 2010",59,311,8,3,2,11,2,0,18.8,3,0,5,0,1,2,3,4,5,6,7,8,9,10,9,8,7,6,5,4,3,2,1,0,2,5,8,8,0,10,7,5,3,10
"Fischbaer & Gächter 2010",59,311,9,3,1,11,0,1,21.2,3,0,2,0,1,2,3,4,5,6,7,8,9,10,9,8,7,6,5,4,3,2,1,0,2,2,8,8,2,0,10,0,5,3
"Fischbaer & Gächter 2010",59,311,10,3,3,11,0,4,24.4,3,0,1,0,1,2,3,4,5,6,7,8,9,10,9,8,7,6,5,4,3,2,1,0,2,1,8,8,0,2,0,1,0,5
"Fischbaer & Gächter 2010",60,312,1,3,4,12,1,8,29.4,1,0,3,1,3,2,4,2,3,4,5,6,6,5,6,8,6,7,6,9,5,7,8,8,3,4,1,3,,,,,,
"Fischbaer & Gächter 2010",60,312,2,3,1,12,2,12,32.8,1,0,7,1,3,2,4,2,3,4,5,6,6,5,6,8,6,7,6,9,5,7,8,8,3,5,1,3,1,,,8,,
"Fischbaer & Gächter 2010",60,312,3,3,1,12,3,10,29.8,1,0,9,1,3,2,4,2,3,4,5,6,6,5,6,8,6,7,6,9,5,7,8,8,3,6,1,3,2,1,,12,8,
"Fischbaer & Gächter 2010",60,312,4,3,1,12,4,9,28,1,0,6,1,3,2,4,2,3,4,5,6,6,5,6,8,6,7,6,9,5,7,8,8,3,4,1,3,3,2,1,10,12,8
"Fischbaer & Gächter 2010",60,312,5,3,1,12,5,0,17.4,1,0,10,1,3,2,4,2,3,4,5,6,6,5,6,8,6,7,6,9,5,7,8,8,3,5,1,3,4,3,2,9,10,12
"Fischbaer & Gächter 2010",60,312,6,3,2,12,1,7,28.2,1,0,2,1,3,2,4,2,3,4,5,6,6,5,6,8,6,7,6,9,5,7,8,8,3,2,1,3,5,4,3,0,9,10
"Fischbaer & Gächter 2010",60,312,7,3,5,12,3,4,23,1,0,6,1,3,2,4,2,3,4,5,6,6,5,6,8,6,7,6,9,5,7,8,8,3,4,1,3,1,5,4,7,0,9
"Fischbaer & Gächter 2010",60,312,8,3,4,12,4,2,20.4,1,0,4,1,3,2,4,2,3,4,5,6,6,5,6,8,6,7,6,9,5,7,8,8,3,2,1,3,3,1,5,4,7,0
"Fischbaer & Gächter 2010",60,312,9,3,2,12,2,1,19.6,1,0,3,1,3,2,4,2,3,4,5,6,6,5,6,8,6,7,6,9,5,7,8,8,3,4,1,3,4,3,1,2,4,7
"Fischbaer & Gächter 2010",60,312,10,3,1,12,6,0,16.4,1,0,1,1,3,2,4,2,3,4,5,6,6,5,6,8,6,7,6,9,5,7,8,8,3,3,1,3,2,4,3,1,2,4
"Fischbaer & Gächter 2010",61,313,1,3,3,13,20,0,8.4,2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,20,,,,,,
"Fischbaer & Gächter 2010",61,313,2,3,3,13,20,10,20.4,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,20,20,,,0,,
"Fischbaer & Gächter 2010",61,313,3,3,5,13,20,2,10.4,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,20,20,20,,10,0,
"Fischbaer & Gächter 2010",61,313,4,3,1,13,20,3,12,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,20,20,20,20,2,10,0
"Fischbaer & Gächter 2010",61,313,5,3,2,13,0,8,30,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,20,20,20,20,3,2,10
"Fischbaer & Gächter 2010",61,313,6,3,3,13,0,3,24,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,20,0,20,20,8,3,2
"Fischbaer & Gächter 2010",61,313,7,3,3,13,0,4,25.2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,20,0,0,20,3,8,3
"Fischbaer & Gächter 2010",61,313,8,3,3,13,0,3,24,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,20,0,0,0,4,3,8
"Fischbaer & Gächter 2010",61,313,9,3,3,13,0,0,20,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,20,0,0,0,3,4,3
"Fischbaer & Gächter 2010",61,313,10,3,2,13,0,1,21.2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,20,0,0,0,0,3,4
"Fischbaer & Gächter 2010",62,314,1,3,2,14,5,12,31.8,1,0,5,0,0,1,2,3,5,5,6,7,7,8,8,8,9,9,10,10,10,10,11,13,4,5,5,5,,,,,,
"Fischbaer & Gächter 2010",62,314,2,3,2,14,7,10,28.2,1,0,10,0,0,1,2,3,5,5,6,7,7,8,8,8,9,9,10,10,10,10,11,13,4,8,5,5,5,,,12,,
"Fischbaer & Gächter 2010",62,314,3,3,3,14,3,8,28.2,1,0,10,0,0,1,2,3,5,5,6,7,7,8,8,8,9,9,10,10,10,10,11,13,4,8,5,5,7,5,,10,12,
"Fischbaer & Gächter 2010",62,314,4,3,2,14,0,7,28.8,1,0,6,0,0,1,2,3,5,5,6,7,7,8,8,8,9,9,10,10,10,10,11,13,4,5,5,5,3,7,5,8,10,12
"Fischbaer & Gächter 2010",62,314,5,3,2,14,4,7,26,1,0,8,0,0,1,2,3,5,5,6,7,7,8,8,8,9,9,10,10,10,10,11,13,4,7,5,5,0,3,7,7,8,10
"Fischbaer & Gächter 2010",62,314,6,3,5,14,2,6,26,1,0,5,0,0,1,2,3,5,5,6,7,7,8,8,8,9,9,10,10,10,10,11,13,4,5,5,5,4,0,3,7,7,8
"Fischbaer & Gächter 2010",62,314,7,3,4,14,3,0,18.2,1,0,5,0,0,1,2,3,5,5,6,7,7,8,8,8,9,9,10,10,10,10,11,13,4,5,5,5,2,4,0,6,7,7
"Fischbaer & Gächter 2010",62,314,8,3,2,14,0,1,20.8,1,0,4,0,0,1,2,3,5,5,6,7,7,8,8,8,9,9,10,10,10,10,11,13,4,3,5,5,3,2,4,0,6,7
"Fischbaer & Gächter 2010",62,314,9,3,4,14,3,1,19.8,1,0,3,0,0,1,2,3,5,5,6,7,7,8,8,8,9,9,10,10,10,10,11,13,4,2,5,5,0,3,2,1,0,6
"Fischbaer & Gächter 2010",62,314,10,3,4,14,1,0,19.8,1,0,5,0,0,1,2,3,5,5,6,7,7,8,8,8,9,9,10,10,10,10,11,13,4,5,5,5,3,0,3,1,1,0
"Fischbaer & Gächter 2010",63,315,1,3,5,15,8,8,25.2,1,0,7,0,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,4,6,8,7,,,,,,
"Fischbaer & Gächter 2010",63,315,2,3,2,15,10,9,25.2,1,0,8,0,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,4,7,8,7,8,,,8,,
"Fischbaer & Gächter 2010",63,315,3,3,3,15,9,6,22.2,1,0,10,0,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,4,9,8,7,10,8,,9,8,
"Fischbaer & Gächter 2010",63,315,4,3,3,15,8,5,21.2,1,0,7,0,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,4,6,8,7,9,10,8,6,9,8
"Fischbaer & Gächter 2010",63,315,5,3,4,15,10,9,24.8,1,0,6,0,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,4,5,8,7,8,9,10,5,6,9
"Fischbaer & Gächter 2010",63,315,6,3,3,15,10,0,14,1,0,8,0,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,4,7,8,7,10,8,9,9,5,6
"Fischbaer & Gächter 2010",63,315,7,3,3,15,7,2,18.2,1,0,8,0,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,4,7,8,7,10,10,8,0,9,5
"Fischbaer & Gächter 2010",63,315,8,3,3,15,8,1,16,1,0,4,0,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,4,3,8,7,7,10,10,2,0,9
"Fischbaer & Gächter 2010",63,315,9,3,2,15,0,1,21.6,1,0,2,0,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,4,1,8,7,8,7,10,1,2,0
"Fischbaer & Gächter 2010",63,315,10,3,5,15,1,2,21.4,1,0,2,0,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,4,1,8,7,0,8,7,1,1,2
"Fischbaer & Gächter 2010",64,316,1,3,3,16,0,7,28.4,1,0,6,0,0,0,0,0,0,0,0,0,0,0,1,3,5,7,9,11,13,15,17,19,0,0,0,6,,,,,,
"Fischbaer & Gächter 2010",64,316,2,3,4,16,0,5,26.4,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,3,5,7,9,11,13,15,17,19,0,0,0,6,0,,,7,,
"Fischbaer & Gächter 2010",64,316,3,3,2,16,0,19,43.2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,3,5,7,9,11,13,15,17,19,0,0,0,6,0,0,,5,7,
"Fischbaer & Gächter 2010",64,316,4,3,4,16,0,7,28.8,1,0,10,0,0,0,0,0,0,0,0,0,0,0,1,3,5,7,9,11,13,15,17,19,0,0,0,6,0,0,0,19,5,7
"Fischbaer & Gächter 2010",64,316,5,3,1,16,0,2,22.4,1,0,6,0,0,0,0,0,0,0,0,0,0,0,1,3,5,7,9,11,13,15,17,19,0,0,0,6,0,0,0,7,19,5
"Fischbaer & Gächter 2010",64,316,6,3,3,16,0,3,24,1,0,6,0,0,0,0,0,0,0,0,0,0,0,1,3,5,7,9,11,13,15,17,19,0,0,0,6,0,0,0,2,7,19
"Fischbaer & Gächter 2010",64,316,7,3,4,16,0,1,21.2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,3,5,7,9,11,13,15,17,19,0,0,0,6,0,0,0,3,2,7
"Fischbaer & Gächter 2010",64,316,8,3,3,16,1,3,23,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,3,5,7,9,11,13,15,17,19,0,0,0,6,0,0,0,1,3,2
"Fischbaer & Gächter 2010",64,316,9,3,1,16,2,0,19.2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,3,5,7,9,11,13,15,17,19,0,0,0,6,1,0,0,3,1,3
"Fischbaer & Gächter 2010",64,316,10,3,2,16,3,0,18.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,5,7,9,11,13,15,17,19,0,0,0,6,2,1,0,0,3,1
"Fischbaer & Gächter 2010",65,317,1,3,3,17,1,7,27.4,1,0,15,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,,,,,,
"Fischbaer & Gächter 2010",65,317,2,3,1,17,1,12,33.8,1,0,20,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,1,,,7,,
"Fischbaer & Gächter 2010",65,317,3,3,1,17,1,10,31.8,1,0,8,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,1,1,,12,7,
"Fischbaer & Gächter 2010",65,317,4,3,5,17,1,14,36.6,1,0,7,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,1,1,1,10,12,7
"Fischbaer & Gächter 2010",65,317,5,3,1,17,1,2,21.4,1,0,10,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,1,1,1,14,10,12
"Fischbaer & Gächter 2010",65,317,6,3,4,17,1,5,25.8,1,0,8,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,1,1,1,2,14,10
"Fischbaer & Gächter 2010",65,317,7,3,3,17,1,4,24.2,1,0,6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,1,1,1,5,2,14
"Fischbaer & Gächter 2010",65,317,8,3,3,17,1,3,23,1,0,5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,1,1,1,4,5,2
"Fischbaer & Gächter 2010",65,317,9,3,1,17,1,1,20.2,1,0,5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,1,1,1,3,4,5
"Fischbaer & Gächter 2010",65,317,10,3,4,17,1,0,19.8,1,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,1,1,1,1,3,4
"Fischbaer & Gächter 2010",66,318,1,3,1,18,14,13,27.2,3,0,12,0,0,2,3,3,3,3,4,4,5,6,0,0,0,0,0,0,0,0,0,0,4,0,14,12,,,,,,
"Fischbaer & Gächter 2010",66,318,2,3,5,18,16,10,22.4,3,0,13,0,0,2,3,3,3,3,4,4,5,6,0,0,0,0,0,0,0,0,0,0,4,0,14,12,14,,,13,,
"Fischbaer & Gächter 2010",66,318,3,3,4,18,10,0,14,3,0,12,0,0,2,3,3,3,3,4,4,5,6,0,0,0,0,0,0,0,0,0,0,4,0,14,12,16,14,,10,13,
"Fischbaer & Gächter 2010",66,318,4,3,3,18,5,6,24.2,3,0,10,0,0,2,3,3,3,3,4,4,5,6,0,0,0,0,0,0,0,0,0,0,4,6,14,12,10,16,14,0,10,13
"Fischbaer & Gächter 2010",66,318,5,3,5,18,0,2,22,3,0,6,0,0,2,3,3,3,3,4,4,5,6,0,0,0,0,0,0,0,0,0,0,4,3,14,12,5,10,16,6,0,10
"Fischbaer & Gächter 2010",66,318,6,3,5,18,5,5,23,3,0,5,0,0,2,3,3,3,3,4,4,5,6,0,0,0,0,0,0,0,0,0,0,4,3,14,12,0,5,10,2,6,0
"Fischbaer & Gächter 2010",66,318,7,3,2,18,8,1,16.4,3,0,6,0,0,2,3,3,3,3,4,4,5,6,0,0,0,0,0,0,0,0,0,0,4,3,14,12,5,0,5,5,2,6
"Fischbaer & Gächter 2010",66,318,8,3,5,18,2,0,18.8,3,0,2,0,0,2,3,3,3,3,4,4,5,6,0,0,0,0,0,0,0,0,0,0,4,2,14,12,8,5,0,1,5,2
"Fischbaer & Gächter 2010",66,318,9,3,5,18,0,8,30,3,0,2,0,0,2,3,3,3,3,4,4,5,6,0,0,0,0,0,0,0,0,0,0,4,2,14,12,2,8,5,0,1,5
"Fischbaer & Gächter 2010",66,318,10,3,5,18,0,2,22.4,3,0,4,0,0,2,3,3,3,3,4,4,5,6,0,0,0,0,0,0,0,0,0,0,4,3,14,12,0,2,8,8,0,1
"Fischbaer & Gächter 2010",67,319,1,3,2,19,17,8,19.8,1,0,14,0,0,0,5,5,5,5,8,10,10,10,10,10,15,15,17,17,18,20,20,20,18,15,17,14,,,,,,
"Fischbaer & Gächter 2010",67,319,2,3,2,19,15,8,20.2,1,0,15,0,0,0,5,5,5,5,8,10,10,10,10,10,15,15,17,17,18,20,20,20,18,17,17,14,17,,,8,,
"Fischbaer & Gächter 2010",67,319,3,3,3,19,5,8,26.2,1,0,10,0,0,0,5,5,5,5,8,10,10,10,10,10,15,15,17,17,18,20,20,20,18,10,17,14,15,17,,8,8,
"Fischbaer & Gächter 2010",67,319,4,3,2,19,2,7,26.8,1,0,9,0,0,0,5,5,5,5,8,10,10,10,10,10,15,15,17,17,18,20,20,20,18,10,17,14,5,15,17,8,8,8
"Fischbaer & Gächter 2010",67,319,5,3,4,19,0,12,34.8,1,0,8,0,0,0,5,5,5,5,8,10,10,10,10,10,15,15,17,17,18,20,20,20,18,10,17,14,2,5,15,7,8,8
"Fischbaer & Gächter 2010",67,319,6,3,5,19,3,6,25,1,0,10,0,0,0,5,5,5,5,8,10,10,10,10,10,15,15,17,17,18,20,20,20,18,10,17,14,0,2,5,12,7,8
"Fischbaer & Gächter 2010",67,319,7,3,5,19,12,1,14,1,0,10,0,0,0,5,5,5,5,8,10,10,10,10,10,15,15,17,17,18,20,20,20,18,10,17,14,3,0,2,6,12,7
"Fischbaer & Gächter 2010",67,319,8,3,1,19,0,7,28,1,0,8,0,0,0,5,5,5,5,8,10,10,10,10,10,15,15,17,17,18,20,20,20,18,10,17,14,12,3,0,1,6,12
"Fischbaer & Gächter 2010",67,319,9,3,3,19,0,0,20,1,0,8,0,0,0,5,5,5,5,8,10,10,10,10,10,15,15,17,17,18,20,20,20,18,10,17,14,0,12,3,7,1,6
"Fischbaer & Gächter 2010",67,319,10,3,3,19,5,2,19.4,1,0,6,0,0,0,5,5,5,5,8,10,10,10,10,10,15,15,17,17,18,20,20,20,18,5,17,14,0,0,12,0,7,1
"Fischbaer & Gächter 2010",68,320,1,3,2,20,0,14,36.8,4,0,5,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,20,0,5,,,,,,
"Fischbaer & Gächter 2010",68,320,2,3,3,20,0,17,40.4,4,0,8,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,20,0,5,0,,,14,,
"Fischbaer & Gächter 2010",68,320,3,3,4,20,0,3,24,4,0,11,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,20,0,5,0,0,,17,14,
"Fischbaer & Gächter 2010",68,320,4,3,2,20,0,7,28.8,4,0,2,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,20,0,5,0,0,0,3,17,14
"Fischbaer & Gächter 2010",68,320,5,3,3,20,0,7,28,4,0,6,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,20,0,5,0,0,0,7,3,17
"Fischbaer & Gächter 2010",68,320,6,3,1,20,0,2,22.4,4,0,5,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,20,0,5,0,0,0,7,7,3
"Fischbaer & Gächter 2010",68,320,7,3,2,20,0,4,24.4,4,0,2,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,20,0,5,0,0,0,2,7,7
"Fischbaer & Gächter 2010",68,320,8,3,1,20,0,7,28,4,0,3,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,20,0,5,0,0,0,4,2,7
"Fischbaer & Gächter 2010",68,320,9,3,4,20,0,2,22.8,4,0,5,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,20,0,5,0,0,0,7,4,2
"Fischbaer & Gächter 2010",68,320,10,3,4,20,0,1,20.8,4,0,3,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,20,0,5,0,0,0,2,7,4
"Fischbaer & Gächter 2010",69,401,1,4,1,1,20,13,24,4,0,20,0,0,6,6,5,7,6,7,8,10,15,12,12,8,10,10,15,5,4,1,20,10,20,20,20,,,,,,
"Fischbaer & Gächter 2010",69,401,2,4,4,1,10,16,32.8,4,0,10,0,0,6,6,5,7,6,7,8,10,15,12,12,8,10,10,15,5,4,1,20,10,15,20,20,20,,,13,,
"Fischbaer & Gächter 2010",69,401,3,4,4,1,10,1,15.2,4,0,12,0,0,6,6,5,7,6,7,8,10,15,12,12,8,10,10,15,5,4,1,20,10,12,20,20,10,20,,16,13,
"Fischbaer & Gächter 2010",69,401,4,4,2,1,8,0,15.6,4,0,5,0,0,6,6,5,7,6,7,8,10,15,12,12,8,10,10,15,5,4,1,20,10,7,20,20,10,10,20,1,16,13
"Fischbaer & Gächter 2010",69,401,5,4,1,1,0,5,25.6,4,0,1,0,0,6,6,5,7,6,7,8,10,15,12,12,8,10,10,15,5,4,1,20,10,0,20,20,8,10,10,0,1,16
"Fischbaer & Gächter 2010",69,401,6,4,2,1,10,5,20.4,4,0,8,0,0,6,6,5,7,6,7,8,10,15,12,12,8,10,10,15,5,4,1,20,10,8,20,20,0,8,10,5,0,1
"Fischbaer & Gächter 2010",69,401,7,4,2,1,14,7,20.4,4,0,6,0,0,6,6,5,7,6,7,8,10,15,12,12,8,10,10,15,5,4,1,20,10,6,20,20,10,0,8,5,5,0
"Fischbaer & Gächter 2010",69,401,8,4,4,1,12,2,15.2,4,0,7,0,0,6,6,5,7,6,7,8,10,15,12,12,8,10,10,15,5,4,1,20,10,7,20,20,14,10,0,7,5,5
"Fischbaer & Gächter 2010",69,401,9,4,2,1,16,4,15.6,4,0,10,0,0,6,6,5,7,6,7,8,10,15,12,12,8,10,10,15,5,4,1,20,10,15,20,20,12,14,10,2,7,5
"Fischbaer & Gächter 2010",69,401,10,4,6,1,2,1,20,4,0,3,0,0,6,6,5,7,6,7,8,10,15,12,12,8,10,10,15,5,4,1,20,10,6,20,20,16,12,14,4,2,7
"Fischbaer & Gächter 2010",70,402,1,4,5,2,5,12,31,1,0,8,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,0,8,5,8,,,,,,
"Fischbaer & Gächter 2010",70,402,2,4,2,2,5,12,31.8,1,0,8,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,0,8,5,8,5,,,12,,
"Fischbaer & Gächter 2010",70,402,3,4,2,2,8,11,28,1,0,10,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,0,10,5,8,5,5,,12,12,
"Fischbaer & Gächter 2010",70,402,4,4,4,2,5,3,20.6,1,0,9,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,0,9,5,8,8,5,5,11,12,12
"Fischbaer & Gächter 2010",70,402,5,4,5,2,5,1,18.2,1,0,8,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,0,8,5,8,5,8,5,3,11,12
"Fischbaer & Gächter 2010",70,402,6,4,3,2,3,3,22.2,1,0,5,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,0,5,5,8,5,5,8,1,3,11
"Fischbaer & Gächter 2010",70,402,7,4,1,2,5,7,25,1,0,5,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,0,5,5,8,3,5,5,3,1,3
"Fischbaer & Gächter 2010",70,402,8,4,3,2,5,5,22.6,1,0,8,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,0,8,5,8,5,3,5,7,3,1
