experiment,playerID,idsubj,period,session,group,player,cont,othercont,profit,preftype,sequencePC,belief,b0,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,u,predictedcontribution,firstcont,initialbelief,Lcont,L2cont,L3cont,Lothercont,L2othercont,L3othercont
"Fischbaer & Gächter 2010",111,519,4,5,4,19,6,3,20,4,1,7,0,0,0,1,2,2,2,3,3,1,2,3,2,2,2,0,2,3,0,0,0,5,3,4,20,6,6,4,4,9,8
"Fischbaer & Gächter 2010",111,519,5,5,5,19,3,0,18.6,4,1,5,0,0,0,1,2,2,2,3,3,1,2,3,2,2,2,0,2,3,0,0,0,5,2,4,20,6,6,6,3,4,9
"Fischbaer & Gächter 2010",111,519,6,5,3,19,0,2,22.4,4,1,4,0,0,0,1,2,2,2,3,3,1,2,3,2,2,2,0,2,3,0,0,0,5,2,4,20,3,6,6,0,3,4
"Fischbaer & Gächter 2010",111,519,7,5,1,19,0,0,20.4,4,1,4,0,0,0,1,2,2,2,3,3,1,2,3,2,2,2,0,2,3,0,0,0,5,2,4,20,0,3,6,2,0,3
"Fischbaer & Gächter 2010",111,519,8,5,6,19,3,3,21.8,4,1,3,0,0,0,1,2,2,2,3,3,1,2,3,2,2,2,0,2,3,0,0,0,5,1,4,20,0,0,3,0,2,0
"Fischbaer & Gächter 2010",111,519,9,5,4,19,0,2,22.4,4,1,3,0,0,0,1,2,2,2,3,3,1,2,3,2,2,2,0,2,3,0,0,0,5,1,4,20,3,0,0,3,0,2
"Fischbaer & Gächter 2010",111,519,10,5,1,19,5,1,18.2,4,1,4,0,0,0,1,2,2,2,3,3,1,2,3,2,2,2,0,2,3,0,0,0,5,2,4,20,0,3,0,2,3,0
"Fischbaer & Gächter 2010",112,520,1,5,4,20,8,3,19.2,1,1,7,0,1,1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,15,4,8,7,,,,,,
"Fischbaer & Gächter 2010",112,520,2,5,1,20,6,7,25.2,1,1,5,0,1,1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,15,2,8,7,8,,,3,,
"Fischbaer & Gächter 2010",112,520,3,5,1,20,7,5,22.2,1,1,6,0,1,1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,15,3,8,7,6,8,,7,3,
"Fischbaer & Gächter 2010",112,520,4,5,6,20,5,2,19,1,1,5,0,1,1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,15,2,8,7,7,6,8,5,7,3
"Fischbaer & Gächter 2010",112,520,5,5,1,20,1,1,21,1,1,4,0,1,1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,15,1,8,7,5,7,6,2,5,7
"Fischbaer & Gächter 2010",112,520,6,5,3,20,1,2,21.4,1,1,1,0,1,1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,15,1,8,7,1,5,7,1,2,5
"Fischbaer & Gächter 2010",112,520,7,5,2,20,1,0,19.8,1,1,1,0,1,1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,15,1,8,7,1,1,5,2,1,2
"Fischbaer & Gächter 2010",112,520,8,5,5,20,0,11,33.2,1,1,0,0,1,1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,15,0,8,7,1,1,1,0,2,1
"Fischbaer & Gächter 2010",112,520,9,5,1,20,2,7,26.8,1,1,2,0,1,1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,15,1,8,7,0,1,1,11,0,2
"Fischbaer & Gächter 2010",112,520,10,5,4,20,4,5,23.6,1,1,3,0,1,1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,15,1,8,7,2,0,1,7,11,0
"Fischbaer & Gächter 2010",113,521,1,5,4,21,2,5,25.2,1,1,3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,20,3,2,3,,,,,,
"Fischbaer & Gächter 2010",113,521,2,5,5,21,5,5,22.6,1,1,4,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,20,4,2,3,2,,,5,,
"Fischbaer & Gächter 2010",113,521,3,5,2,21,4,4,22,1,1,4,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,20,4,2,3,5,2,,5,5,
"Fischbaer & Gächter 2010",113,521,4,5,3,21,2,5,24.8,1,1,4,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,20,4,2,3,4,5,2,4,5,5
"Fischbaer & Gächter 2010",113,521,5,5,3,21,0,13,35.6,1,1,4,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,20,4,2,3,2,4,5,5,4,5
"Fischbaer & Gächter 2010",113,521,6,5,5,21,0,2,22,1,1,12,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,20,12,2,3,0,2,4,13,5,4
"Fischbaer & Gächter 2010",113,521,7,5,5,21,3,6,25.8,1,1,5,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,20,5,2,3,0,0,2,2,13,5
"Fischbaer & Gächter 2010",113,521,8,5,2,21,10,7,22.4,1,1,10,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,20,10,2,3,3,0,0,6,2,13
"Fischbaer & Gächter 2010",113,521,9,5,4,21,0,2,22.4,1,1,6,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,20,6,2,3,10,3,0,7,6,2
"Fischbaer & Gächter 2010",113,521,10,5,2,21,1,2,22.2,1,1,2,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,20,2,2,3,0,10,3,2,7,6
"Fischbaer & Gächter 2010",114,522,1,5,4,22,8,3,19.2,3,1,7,0,1,2,3,4,5,6,7,8,9,10,11,12,13,13,13,12,11,10,8,0,15,7,8,7,,,,,,
"Fischbaer & Gächter 2010",114,522,2,5,6,22,5,8,27,3,1,4,0,1,2,3,4,5,6,7,8,9,10,11,12,13,13,13,12,11,10,8,0,15,4,8,7,8,,,3,,
"Fischbaer & Gächter 2010",114,522,3,5,4,22,6,4,21.6,3,1,6,0,1,2,3,4,5,6,7,8,9,10,11,12,13,13,13,12,11,10,8,0,15,6,8,7,5,8,,8,3,
"Fischbaer & Gächter 2010",114,522,4,5,4,22,4,4,22,3,1,5,0,1,2,3,4,5,6,7,8,9,10,11,12,13,13,13,12,11,10,8,0,15,5,8,7,6,5,8,4,8,3
"Fischbaer & Gächter 2010",114,522,5,5,4,22,5,4,22.2,3,1,5,0,1,2,3,4,5,6,7,8,9,10,11,12,13,13,13,12,11,10,8,0,15,5,8,7,4,6,5,4,4,8
"Fischbaer & Gächter 2010",114,522,6,5,1,22,3,3,22.2,3,1,4,0,1,2,3,4,5,6,7,8,9,10,11,12,13,13,13,12,11,10,8,0,15,4,8,7,5,4,6,4,4,4
"Fischbaer & Gächter 2010",114,522,7,5,3,22,4,2,20,3,1,3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,13,13,12,11,10,8,0,15,3,8,7,3,5,4,3,4,4
"Fischbaer & Gächter 2010",114,522,8,5,6,22,4,3,20.8,3,1,3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,13,13,12,11,10,8,0,15,3,8,7,4,3,5,2,3,4
"Fischbaer & Gächter 2010",114,522,9,5,3,22,3,2,20.2,3,1,3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,13,13,12,11,10,8,0,15,3,8,7,4,4,3,3,2,3
"Fischbaer & Gächter 2010",114,522,10,5,6,22,2,7,27.2,3,1,2,0,1,2,3,4,5,6,7,8,9,10,11,12,13,13,13,12,11,10,8,0,15,2,8,7,3,4,4,2,3,2
"Fischbaer & Gächter 2010",115,523,1,5,6,23,10,6,21.2,2,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,,,,,,
"Fischbaer & Gächter 2010",115,523,2,5,5,23,0,6,27.6,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,10,,,6,,
"Fischbaer & Gächter 2010",115,523,3,5,5,23,0,11,32.8,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,0,10,,6,6,
"Fischbaer & Gächter 2010",115,523,4,5,1,23,2,5,24.8,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,0,0,10,11,6,6
"Fischbaer & Gächter 2010",115,523,5,5,1,23,1,1,21,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,2,0,0,5,11,6
"Fischbaer & Gächter 2010",115,523,6,5,2,23,0,11,33.2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,1,2,0,1,5,11
"Fischbaer & Gächter 2010",115,523,7,5,6,23,0,14,36.8,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,0,1,2,11,1,5
"Fischbaer & Gächter 2010",115,523,8,5,4,23,0,6,26.8,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,0,0,1,14,11,1
"Fischbaer & Gächter 2010",115,523,9,5,6,23,0,7,28.8,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,0,0,0,6,14,11
"Fischbaer & Gächter 2010",115,523,10,5,5,23,0,0,20,2,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,0,0,0,7,6,14
"Fischbaer & Gächter 2010",116,524,1,5,6,24,18,3,13.2,4,1,17,19,20,18,19,20,15,19,15,16,19,20,16,18,19,20,18,15,18,20,19,18,19,18,18,17,,,,,,
"Fischbaer & Gächter 2010",116,524,2,5,2,24,17,7,17.8,4,1,10,19,20,18,19,20,15,19,15,16,19,20,16,18,19,20,18,15,18,20,19,18,19,20,18,17,18,,,3,,
"Fischbaer & Gächter 2010",116,524,3,5,6,24,0,12,34.8,4,1,0,19,20,18,19,20,15,19,15,16,19,20,16,18,19,20,18,15,18,20,19,18,19,19,18,17,17,18,,7,3,
"Fischbaer & Gächter 2010",116,524,4,5,5,24,15,10,23,4,1,10,19,20,18,19,20,15,19,15,16,19,20,16,18,19,20,18,15,18,20,19,18,19,20,18,17,0,17,18,12,7,3
"Fischbaer & Gächter 2010",116,524,5,5,2,24,0,7,28,4,1,10,19,20,18,19,20,15,19,15,16,19,20,16,18,19,20,18,15,18,20,19,18,19,20,18,17,15,0,17,10,12,7
"Fischbaer & Gächter 2010",116,524,6,5,6,24,12,0,12.8,4,1,7,19,20,18,19,20,15,19,15,16,19,20,16,18,19,20,18,15,18,20,19,18,19,15,18,17,0,15,0,7,10,12
"Fischbaer & Gächter 2010",116,524,7,5,4,24,0,2,22,4,1,0,19,20,18,19,20,15,19,15,16,19,20,16,18,19,20,18,15,18,20,19,18,19,19,18,17,12,0,15,0,7,10
"Fischbaer & Gächter 2010",116,524,8,5,6,24,0,4,24.8,4,1,1,19,20,18,19,20,15,19,15,16,19,20,16,18,19,20,18,15,18,20,19,18,19,20,18,17,0,12,0,2,0,7
"Fischbaer & Gächter 2010",116,524,9,5,2,24,0,0,20,4,1,0,19,20,18,19,20,15,19,15,16,19,20,16,18,19,20,18,15,18,20,19,18,19,19,18,17,0,0,12,4,2,0
"Fischbaer & Gächter 2010",116,524,10,5,1,24,0,3,23.2,4,1,0,19,20,18,19,20,15,19,15,16,19,20,16,18,19,20,18,15,18,20,19,18,19,19,18,17,0,0,0,0,4,2
"Fischbaer & Gächter 2010",117,601,1,6,1,1,0,0,20,3,1,2,0,1,2,3,4,5,6,7,8,9,10,10,10,10,10,10,10,10,10,5,0,5,2,0,2,,,,,,
"Fischbaer & Gächter 2010",117,601,2,6,4,1,0,4,25.2,3,1,1,0,1,2,3,4,5,6,7,8,9,10,10,10,10,10,10,10,10,10,5,0,5,1,0,2,0,,,0,,
"Fischbaer & Gächter 2010",117,601,3,6,4,1,0,3,23.6,3,1,0,0,1,2,3,4,5,6,7,8,9,10,10,10,10,10,10,10,10,10,5,0,5,0,0,2,0,0,,4,0,
"Fischbaer & Gächter 2010",117,601,4,6,2,1,0,1,21.2,3,1,1,0,1,2,3,4,5,6,7,8,9,10,10,10,10,10,10,10,10,10,5,0,5,1,0,2,0,0,0,3,4,0
"Fischbaer & Gächter 2010",117,601,5,6,1,1,20,3,11.2,3,1,0,0,1,2,3,4,5,6,7,8,9,10,10,10,10,10,10,10,10,10,5,0,5,0,0,2,0,0,0,1,3,4
"Fischbaer & Gächter 2010",117,601,6,6,2,1,0,7,28,3,1,0,0,1,2,3,4,5,6,7,8,9,10,10,10,10,10,10,10,10,10,5,0,5,0,0,2,20,0,0,3,1,3
"Fischbaer & Gächter 2010",117,601,7,6,2,1,0,6,26.8,3,1,0,0,1,2,3,4,5,6,7,8,9,10,10,10,10,10,10,10,10,10,5,0,5,0,0,2,0,20,0,7,3,1
"Fischbaer & Gächter 2010",117,601,8,6,4,1,0,1,21.2,3,1,3,0,1,2,3,4,5,6,7,8,9,10,10,10,10,10,10,10,10,10,5,0,5,3,0,2,0,0,20,6,7,3
"Fischbaer & Gächter 2010",117,601,9,6,2,1,0,1,20.8,3,1,1,0,1,2,3,4,5,6,7,8,9,10,10,10,10,10,10,10,10,10,5,0,5,1,0,2,0,0,0,1,6,7
"Fischbaer & Gächter 2010",117,601,10,6,6,1,0,2,22.8,3,1,0,0,1,2,3,4,5,6,7,8,9,10,10,10,10,10,10,10,10,10,5,0,5,0,0,2,0,0,0,1,1,6
"Fischbaer & Gächter 2010",118,602,1,6,5,2,8,7,23.2,1,1,9,0,0,2,2,2,2,4,4,4,6,10,6,7,7,6,5,3,5,17,18,20,12,6,8,9,,,,,,
"Fischbaer & Gächter 2010",118,602,2,6,2,2,7,7,23.8,1,1,7,0,0,2,2,2,2,4,4,4,6,10,6,7,7,6,5,3,5,17,18,20,12,4,8,9,8,,,7,,
"Fischbaer & Gächter 2010",118,602,3,6,2,2,15,3,14.6,1,1,7,0,0,2,2,2,2,4,4,4,6,10,6,7,7,6,5,3,5,17,18,20,12,4,8,9,7,8,,7,7,
"Fischbaer & Gächter 2010",118,602,4,6,4,2,16,6,17.2,1,1,3,0,0,2,2,2,2,4,4,4,6,10,6,7,7,6,5,3,5,17,18,20,12,2,8,9,15,7,8,3,7,7
"Fischbaer & Gächter 2010",118,602,5,6,5,2,18,5,15.6,1,1,6,0,0,2,2,2,2,4,4,4,6,10,6,7,7,6,5,3,5,17,18,20,12,4,8,9,16,15,7,6,3,7
"Fischbaer & Gächter 2010",118,602,6,6,3,2,5,6,23.8,1,1,5,0,0,2,2,2,2,4,4,4,6,10,6,7,7,6,5,3,5,17,18,20,12,2,8,9,18,16,15,5,6,3
"Fischbaer & Gächter 2010",118,602,7,6,1,2,0,3,23.2,1,1,6,0,0,2,2,2,2,4,4,4,6,10,6,7,7,6,5,3,5,17,18,20,12,4,8,9,5,18,16,6,5,6
"Fischbaer & Gächter 2010",118,602,8,6,3,2,12,2,14.8,1,1,5,0,0,2,2,2,2,4,4,4,6,10,6,7,7,6,5,3,5,17,18,20,12,2,8,9,0,5,18,3,6,5
"Fischbaer & Gächter 2010",118,602,9,6,5,2,3,0,18.6,1,1,2,0,0,2,2,2,2,4,4,4,6,10,6,7,7,6,5,3,5,17,18,20,12,2,8,9,12,0,5,2,3,6
"Fischbaer & Gächter 2010",118,602,10,6,6,2,0,2,22.8,1,1,0,0,0,2,2,2,2,4,4,4,6,10,6,7,7,6,5,3,5,17,18,20,12,0,8,9,3,12,0,0,2,3
"Fischbaer & Gächter 2010",119,603,1,6,2,3,7,8,25,3,1,8,0,0,0,0,4,6,6,9,6,6,0,1,1,1,0,0,0,0,0,0,0,8,6,7,8,,,,,,
"Fischbaer & Gächter 2010",119,603,2,6,3,3,5,7,25.8,3,1,6,0,0,0,0,4,6,6,9,6,6,0,1,1,1,0,0,0,0,0,0,0,8,6,7,8,7,,,8,,
"Fischbaer & Gächter 2010",119,603,3,6,6,3,7,2,17.8,3,1,9,0,0,0,0,4,6,6,9,6,6,0,1,1,1,0,0,0,0,0,0,0,8,6,7,8,5,7,,7,8,
"Fischbaer & Gächter 2010",119,603,4,6,5,3,0,2,22.4,3,1,6,0,0,0,0,4,6,6,9,6,6,0,1,1,1,0,0,0,0,0,0,0,8,6,7,8,7,5,7,2,7,8
"Fischbaer & Gächter 2010",119,603,5,6,2,3,1,3,23.4,3,1,5,0,0,0,0,4,6,6,9,6,6,0,1,1,1,0,0,0,0,0,0,0,8,6,7,8,0,7,5,2,2,7
"Fischbaer & Gächter 2010",119,603,6,6,4,3,2,3,22,3,1,4,0,0,0,0,4,6,6,9,6,6,0,1,1,1,0,0,0,0,0,0,0,8,4,7,8,1,0,7,3,2,2
"Fischbaer & Gächter 2010",119,603,7,6,6,3,3,1,19.8,3,1,5,0,0,0,0,4,6,6,9,6,6,0,1,1,1,0,0,0,0,0,0,0,8,6,7,8,2,1,0,3,3,2
"Fischbaer & Gächter 2010",119,603,8,6,5,3,0,3,23.6,3,1,3,0,0,0,0,4,6,6,9,6,6,0,1,1,1,0,0,0,0,0,0,0,8,0,7,8,3,2,1,1,3,3
"Fischbaer & Gächter 2010",119,603,9,6,1,3,0,4,25.2,3,1,5,0,0,0,0,4,6,6,9,6,6,0,1,1,1,0,0,0,0,0,0,0,8,6,7,8,0,3,2,3,1,3
"Fischbaer & Gächter 2010",119,603,10,6,6,3,6,0,16.8,3,1,8,0,0,0,0,4,6,6,9,6,6,0,1,1,1,0,0,0,0,0,0,0,8,6,7,8,0,0,3,4,3,1
"Fischbaer & Gächter 2010",120,604,1,6,5,4,3,8,28.2,1,1,5,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,0,3,5,,,,,,
"Fischbaer & Gächter 2010",120,604,2,6,4,4,5,3,20.2,1,1,6,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,0,3,5,3,,,8,,
"Fischbaer & Gächter 2010",120,604,3,6,3,4,1,8,28.6,1,1,5,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,0,3,5,5,3,,3,8,
"Fischbaer & Gächter 2010",120,604,4,6,6,4,3,5,24.6,1,1,7,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,3,5,1,5,3,8,3,8
"Fischbaer & Gächter 2010",120,604,5,6,4,4,2,1,20,1,1,5,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,0,3,5,3,1,5,5,8,3
"Fischbaer & Gächter 2010",120,604,6,6,1,4,0,5,26,1,1,3,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,0,3,5,2,3,1,1,5,8
"Fischbaer & Gächter 2010",120,604,7,6,4,4,2,1,20.4,1,1,6,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,0,3,5,0,2,3,5,1,5
"Fischbaer & Gächter 2010",120,604,8,6,3,4,1,5,25.8,1,1,2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,0,3,5,2,0,2,1,5,1
"Fischbaer & Gächter 2010",120,604,9,6,5,4,1,1,20.6,1,1,3,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,0,3,5,1,2,0,5,1,5
"Fischbaer & Gächter 2010",120,604,10,6,2,4,0,1,21.2,1,1,2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,0,3,5,1,1,2,1,5,1
"Fischbaer & Gächter 2010",121,605,1,6,4,5,19,4,13,1,1,15,0,1,2,4,5,6,7,8,9,10,11,12,14,15,16,17,18,18,19,20,20,20,17,19,15,,,,,,
"Fischbaer & Gächter 2010",121,605,2,6,1,5,5,5,22.6,1,1,8,0,1,2,4,5,6,7,8,9,10,11,12,14,15,16,17,18,18,19,20,20,20,9,19,15,19,,,4,,
"Fischbaer & Gächter 2010",121,605,3,6,5,5,5,4,21.8,1,1,5,0,1,2,4,5,6,7,8,9,10,11,12,14,15,16,17,18,18,19,20,20,20,6,19,15,5,19,,5,4,
"Fischbaer & Gächter 2010",121,605,4,6,5,5,5,0,17.4,1,1,5,0,1,2,4,5,6,7,8,9,10,11,12,14,15,16,17,18,18,19,20,20,20,6,19,15,5,5,19,4,5,4
"Fischbaer & Gächter 2010",121,605,5,6,5,5,0,11,33.6,1,1,2,0,1,2,4,5,6,7,8,9,10,11,12,14,15,16,17,18,18,19,20,20,20,2,19,15,5,5,5,0,4,5
"Fischbaer & Gächter 2010",121,605,6,6,6,5,10,1,15.2,1,1,9,0,1,2,4,5,6,7,8,9,10,11,12,14,15,16,17,18,18,19,20,20,20,10,19,15,0,5,5,11,0,4
"Fischbaer & Gächter 2010",121,605,7,6,1,5,3,2,20.2,1,1,4,0,1,2,4,5,6,7,8,9,10,11,12,14,15,16,17,18,18,19,20,20,20,5,19,15,10,0,5,1,11,0
"Fischbaer & Gächter 2010",121,605,8,6,1,5,2,2,20.8,1,1,3,0,1,2,4,5,6,7,8,9,10,11,12,14,15,16,17,18,18,19,20,20,20,4,19,15,3,10,0,2,1,11
"Fischbaer & Gächter 2010",121,605,9,6,2,5,1,0,19.8,1,1,3,0,1,2,4,5,6,7,8,9,10,11,12,14,15,16,17,18,18,19,20,20,20,4,19,15,2,3,10,2,2,1
"Fischbaer & Gächter 2010",121,605,10,6,5,5,1,1,20.2,1,1,1,0,1,2,4,5,6,7,8,9,10,11,12,14,15,16,17,18,18,19,20,20,20,1,19,15,1,2,3,0,2,2
"Fischbaer & Gächter 2010",122,606,1,6,3,6,0,11,32.8,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,,,,,,
"Fischbaer & Gächter 2010",122,606,2,6,4,6,0,4,25.2,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,,,11,,
"Fischbaer & Gächter 2010",122,606,3,6,4,6,0,3,23.6,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,,4,11,
"Fischbaer & Gächter 2010",122,606,4,6,2,6,0,1,21.2,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,3,4,11
"Fischbaer & Gächter 2010",122,606,5,6,3,6,0,2,22,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,1,3,4
"Fischbaer & Gächter 2010",122,606,6,6,2,6,0,7,28,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,2,1,3
"Fischbaer & Gächter 2010",122,606,7,6,3,6,0,5,26.4,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,7,2,1
"Fischbaer & Gächter 2010",122,606,8,6,5,6,0,3,23.6,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,5,7,2
"Fischbaer & Gächter 2010",122,606,9,6,4,6,2,6,25.6,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,3,5,7
"Fischbaer & Gächter 2010",122,606,10,6,1,6,2,2,20.8,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,2,0,0,6,3,5
"Fischbaer & Gächter 2010",123,607,1,6,5,7,9,6,22.2,1,1,9,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,8,9,9,9,,,,,,
"Fischbaer & Gächter 2010",123,607,2,6,6,7,8,6,22.4,1,1,8,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,8,8,9,9,9,,,6,,
"Fischbaer & Gächter 2010",123,607,3,6,2,7,9,5,20.6,1,1,7,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,8,7,9,9,8,9,,6,6,
"Fischbaer & Gächter 2010",123,607,4,6,3,7,9,4,19,1,1,6,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,8,6,9,9,9,8,9,5,6,6
"Fischbaer & Gächter 2010",123,607,5,6,6,7,8,1,16.4,1,1,5,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,8,5,9,9,9,9,8,4,5,6
"Fischbaer & Gächter 2010",123,607,6,6,1,7,4,4,22,1,1,2,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,8,2,9,9,8,9,9,1,4,5
"Fischbaer & Gächter 2010",123,607,7,6,5,7,4,4,22,1,1,4,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,8,4,9,9,4,8,9,4,1,4
"Fischbaer & Gächter 2010",123,607,8,6,6,7,4,0,18,1,1,4,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,8,4,9,9,4,4,8,4,4,1
"Fischbaer & Gächter 2010",123,607,9,6,3,7,4,0,18,1,1,4,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,8,4,9,9,4,4,4,0,4,4
"Fischbaer & Gächter 2010",123,607,10,6,4,7,0,2,22.4,1,1,1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,8,1,9,9,4,4,4,0,0,4
"Fischbaer & Gächter 2010",124,608,1,6,6,8,2,5,24.8,1,1,6,0,0,0,1,2,2,3,3,4,4,5,6,6,7,7,8,8,9,10,10,10,2,3,2,6,,,,,,
"Fischbaer & Gächter 2010",124,608,2,6,1,8,2,6,25.6,1,1,6,0,0,0,1,2,2,3,3,4,4,5,6,6,7,7,8,8,9,10,10,10,2,3,2,6,2,,,5,,
"Fischbaer & Gächter 2010",124,608,3,6,1,8,3,6,25.4,1,1,7,0,0,0,1,2,2,3,3,4,4,5,6,6,7,7,8,8,9,10,10,10,2,3,2,6,2,2,,6,5,
"Fischbaer & Gächter 2010",124,608,4,6,2,8,2,0,19.2,1,1,5,0,0,0,1,2,2,3,3,4,4,5,6,6,7,7,8,8,9,10,10,10,2,2,2,6,3,2,2,6,6,5
"Fischbaer & Gächter 2010",124,608,5,6,3,8,2,1,20,1,1,5,0,0,0,1,2,2,3,3,4,4,5,6,6,7,7,8,8,9,10,10,10,2,2,2,6,2,3,2,0,6,6
"Fischbaer & Gächter 2010",124,608,6,6,6,8,1,4,24.2,1,1,2,0,0,0,1,2,2,3,3,4,4,5,6,6,7,7,8,8,9,10,10,10,2,0,2,6,2,2,3,1,0,6
"Fischbaer & Gächter 2010",124,608,7,6,5,8,1,5,25,1,1,3,0,0,0,1,2,2,3,3,4,4,5,6,6,7,7,8,8,9,10,10,10,2,1,2,6,1,2,2,4,1,0
"Fischbaer & Gächter 2010",124,608,8,6,4,8,1,1,20.2,1,1,3,0,0,0,1,2,2,3,3,4,4,5,6,6,7,7,8,8,9,10,10,10,2,1,2,6,1,1,2,5,4,1
